Date,erp1w,erp2w,erp3w,erp4w,erp5w,erp6w,erp7w,erp8w,erp9w,erp10w,erp11w,erp12w
1996-01-10,4.8908744,6.7433376,7.825454533333333,7.995023699999999,7.037581920000001,5.090989666666666,4.018644,4.0574216000000005,2.6808074222222222,3.0791222400000002,2.708594254545455,2.812316933333333
1996-01-17,8.595423199999999,9.2922172,9.029405599999999,7.574352899999999,5.131735440000001,3.874819,3.9405011999999995,2.40693255,2.879939066666666,2.4917556800000003,2.6236902545454543,1.2112094333333332
1996-01-24,9.988346,9.246805,7.235269999999999,4.267729800000001,2.9326319200000004,3.166440066666667,1.5243849714285713,2.1668489500000003,1.8148110666666666,2.02765308,0.5409411636363637,0.8990254
1996-01-31,8.5169324,5.8688152,2.3696011999999995,1.1766567999999997,1.8099304,0.12180993333333327,1.0576654285714284,0.8011784000000001,1.1510803999999997,-0.39595804,0.08045970909090912,0.49605583333333336
1996-02-07,3.2280671999999995,-0.6974136000000001,-1.264062,0.13850529999999997,-1.5525096,-0.18126313333333335,-0.2970627428571429,0.23413359999999994,-1.3826664444444443,-0.7596884,-0.22966432727272731,0.009314966666666702
1996-02-14,-4.6228716,-3.5095064000000002,-0.8911661333333333,-2.7484019,-0.86483136,-0.8866934666666666,-0.19552142857142857,-1.96022865,-1.2026850666666664,-0.5734562400000001,-0.27882905454545454,-0.7828301333333333
1996-02-21,-2.4017464000000004,0.9702298000000001,-2.126782133333333,0.07253890000000007,-0.14135776,0.5399020666666667,-1.583515257142857,-0.7804922000000001,-0.13094911111111107,0.14555784000000002,-0.4468372,0.6250165666666666
1996-02-28,4.3434552,-1.9894520000000002,0.8963869333333332,0.4225549,1.1268836000000002,-1.4486382666666666,-0.5506039428571429,0.15091875000000002,0.4264037333333333,-0.2537014,0.8976742181818184,1.4544546666666665
1996-03-06,-8.3228192,-0.8276117999999999,-0.8846733333333332,0.3228336,-2.60655424,-1.3654026,-0.4467987428571429,-0.06169975,-0.7627592888888889,0.55486228,1.1934676363636365,0.5601493
1996-03-13,6.665255599999999,2.8305572000000003,3.1996748,-1.1834536,0.019492239999999997,0.8585311333333333,1.1102138857142856,0.17310925,1.531414311111111,2.13467908,1.3567563999999999,1.7474403333333333
1996-03-20,-1.0046176,1.4660824000000001,-3.8010199999999994,-1.6438011,-0.30482736,0.18232500000000001,-0.7563875999999999,0.8875961499999999,1.6291105333333333,0.8236566800000001,1.2980403636363638,0.7229800333333335
1996-03-27,3.9277375999999995,-5.2053098,-1.8610162666666665,-0.13315429999999998,0.41712935999999995,-0.7171038,1.156132057142857,1.9567539500000002,1.0254115555555554,1.5270752799999998,0.8789219272727272,0.41364633333333334
1996-04-03,-14.340257599999997,-4.7577642,-1.4891228,-0.4628691,-1.6484170400000002,0.6918584666666666,1.6728351428571426,0.66025215,1.2579553777777777,0.5716698800000001,0.09185243636363637,0.17902576666666664
1996-04-10,4.8235144,4.9338136,4.159315733333332,1.5204127,3.69411944,4.3375634000000005,2.7990708571428566,3.2035867,2.2243137777777777,1.53066144,1.4943030181818184,1.7466541333333327
1996-04-17,5.0511712,3.8332053999999998,0.4241725333333333,3.4156879,4.24399072,2.4650932666666665,2.9755117142857146,1.9027677,1.1682490666666667,1.16505368,1.4709526545454548,0.5026480999999999
1996-04-24,2.6179212,-1.8859986,2.8738316,4.0450752,1.9503802400000003,2.6317387333333335,1.4548971428571429,0.6846066000000001,0.7348678666666666,1.11443632,0.09058134545454545,-1.0821795666666665
1996-05-01,-6.3862255999999995,3.0047132,4.522867333333333,1.7846530999999999,2.6347924000000003,1.2606494,0.40759708571428566,0.49845709999999993,0.9461874222222222,-0.16346375999999999,-1.4199201818181817,-1.7093418333333332
1996-05-08,12.398261600000001,9.9794658,4.510194666666667,4.892101,2.79238824,1.5424253333333333,1.4842636571428571,1.86464295,0.529306088888889,-0.92270432,-1.2846032727272727,-0.5103120999999999
1996-05-15,7.5640576,0.5695471999999999,2.3933522666666667,0.3940104000000001,-0.62578176,-0.33176880000000003,0.3627263428571429,-0.9514576,-2.399790311111111,-2.64948736,-1.6798975636363636,-0.31026319999999996
1996-05-22,-6.4224504,-0.19015400000000002,-1.9949961333333333,-2.6731356,-1.9113167200000003,-0.8379542,-2.168328342857143,-3.64560555,-3.7847195111111107,-2.60473524,-1.0265882545454548,-1.0491541666666666
1996-05-29,6.04492,0.2214438,-1.4209264,-0.7815407999999999,0.28043256000000005,-1.4583095999999998,-3.2483112000000003,-3.454711,-2.1805333333333334,-0.4872388,-0.5611201818181818,-0.3875382666666667
1996-06-05,-5.6020427999999995,-5.15365,-3.0572268,-1.1617053,-2.9608612,-4.799697999999999,-4.814583085714286,-3.21164925,-1.2160844,-1.22493116,-0.975788690909091,-0.9287266333333332
1996-06-12,-4.7059192,-1.784525,0.3200224,-2.2977177,-4.63563776,-4.6799974,-2.8677296571428568,-0.6666363999999999,-0.7386074222222222,-0.5140750000000001,-0.5053619636363637,-0.9610225666666666
1996-06-19,1.1433148,2.8392144,-1.4892390666666666,-4.6130289,-4.6702799200000005,-2.55721,-0.08573131428571426,-0.23903899999999997,-0.044785955555555555,-0.08184523999999999,-0.6171394545454545,-0.004484566666666627
1996-06-26,4.5056064,-2.82592,-6.546085466666667,-6.1360641000000005,-3.307466,-0.2984594666666667,-0.44239542857142855,-0.19768489999999997,-0.22138893333333332,-0.7959560000000001,-0.11127050909090906,0.6021922
1996-07-03,-10.151707600000002,-12.0689794,-9.678575199999997,-5.255772199999999,-1.2547024800000002,-1.2630588,-0.8659775428571428,-0.80875315,-1.3814064888888886,-0.5690818400000001,0.2516022909090909,0.4139403
1996-07-10,-13.978692799999997,-9.435958600000001,-3.6184525333333326,0.9746142,0.51959928,0.6862866666666668,0.5296610285714286,-0.28263695,0.49659888888888887,1.29100204,1.371282472727273,1.6128391
1996-07-17,-4.8863556,1.5681472000000003,5.9652252,4.1500647,3.6248902400000005,2.9531025999999994,1.6789698857142856,2.31095065,2.993159111111111,2.9130710000000004,3.038770545454546,2.889088633333333
1996-07-24,8.0266676,11.396195800000001,7.167845066666667,5.7582689,4.526216080000001,2.777706733333333,3.3428634857142856,3.9812691499999997,3.7825305333333334,3.8338765600000007,3.5983661818181822,3.6283225333333338
1996-07-31,14.7647308,6.7381193999999995,5.002228933333333,3.6515343,1.7286300799999998,2.563105,3.404279942857143,3.2529381500000003,3.3689226666666663,3.1564274400000003,3.229343054545455,3.0526942666666668
1996-08-07,-1.2844659999999999,0.12559440000000002,-0.04722373333333335,-1.5232398999999999,0.1314456,1.5206705333333335,1.6189791999999998,1.9557198500000001,1.878488,2.0881884000000004,2.000779054545455,1.5291084333333334
1996-08-14,1.537614,0.5744963999999999,-1.5981730666666665,0.49145729999999993,2.08839296,2.1095021999999997,2.4248503428571424,2.2792997,2.466991466666667,2.3312791600000002,1.783933418181818,2.746709233333333
1996-08-21,-0.3817648,-3.1607424,0.1466722666666667,2.2288267,2.2258506400000004,2.5742582,2.3867101714285717,2.58492035,2.4219052,1.81208824,2.8616743636363635,2.9017246666666665
1996-08-28,-5.9406951999999995,0.411802,3.1010919999999995,2.8799054,3.1665384800000003,2.8477699999999997,3.0074062285714285,2.77058505,2.0536811999999998,3.1835478399999997,3.1975647999999994,3.4835637999999993
1996-09-04,6.762480400000001,7.619877999999999,5.817089733333333,5.439186899999999,4.6000824,4.492375133333333,4.0080392571428565,3.04552555,4.189505866666667,4.103043400000001,4.331209127272728,4.453482966666666
1996-09-11,8.4830916,5.3496594,5.005088799999999,4.0690429,4.050063120000001,3.5611167333333333,2.525925142857143,3.8779094,3.8161808888888884,4.09587,4.251030181818182,3.436191433333333
1996-09-18,2.2238431999999997,3.2743134,2.605492133333333,2.948134,2.58201672,1.5381549999999997,3.2253439999999993,3.23847285,3.614221022222222,3.833636,2.9832027272727277,2.509526666666667
1996-09-25,4.3205788,2.7955022,3.1915587999999993,2.6756262,1.40658344,3.3988811333333326,3.3907984571428567,3.7960178500000006,4.0210645777777785,3.06815504,2.5448250181818186,1.8857960666666667
