DATE,CPALTT01USQ657N
2006-07-01,0.560224089635865
2006-10-01,-0.852039980337538
2007-01-01,1.01917038506035
2007-04-01,1.91732908859793
2007-07-01,0.275928711193016
2007-10-01,0.711214555326801
2008-01-01,1.13677364185591
2008-04-01,2.19534465606688
2008-07-01,1.16305534624079
2008-10-01,-2.82852942920165
2009-01-01,-0.497633075000065
2009-04-01,1.06030233709879
2009-07-01,0.679071981630037
2009-10-01,0.20118858880576
2010-01-01,0.40141505360425
2010-04-01,0.475072151679043
2010-07-01,0.0932504983551205
2010-10-01,0.294916320739454
2011-01-01,1.26482237514333
2011-04-01,1.74331089219681
2011-07-01,0.408517984250489
2011-10-01,-0.152055770464975
2012-01-01,0.795638655920569
2012-04-01,0.827531738138412
2012-07-01,0.219328147982669
2012-10-01,0.0360404695392824
2013-01-01,0.590329875755822
2013-04-01,0.540980611864743
2013-07-01,0.377979341325954
2013-10-01,-0.27906764611145
2014-01-01,0.761222529671388
2014-04-01,1.18086781372786
2014-07-01,0.114675844472626
2014-10-01,-0.803351756605549
2015-01-01,-0.543199001688326
2015-04-01,1.2055956442996
2015-07-01,0.262677373843337
2015-10-01,-0.449843687711113
2016-01-01,0.064634065805905
2016-04-01,1.17235055654708
2016-07-01,0.332681941074896
2016-10-01,0.222574197162863
2017-01-01,0.790736962984811
2017-04-01,0.543517705750018
2017-07-01,0.396615691380691
2017-10-01,0.370629636262026
2018-01-01,0.8861183797928
2018-04-01,1.03307556684511
2018-07-01,0.327267567757511
2018-10-01,-0.0574947362577725
2019-01-01,0.335116034257493
2019-04-01,1.1985132267461
2019-07-01,0.274166007843393
2019-10-01,0.213017997422981
2020-01-01,0.419427421947102
2020-04-01,-0.540035417236732
2020-07-01,1.13148537465285
2020-10-01,0.229950250160706
2021-01-01,1.07311440024275
2021-04-01,2.33978869448353
2021-07-01,1.60097531391371
2021-10-01,1.51776142676154
