BTC_USD,ETH_USD,DASH_USD,NMC_USD,LTC_USD,PPC_USD,XRP_USD,VTC_USD,SP500,DGS1MO
-0.331274071,6.134431632,4.288514808,0.465954836,2.038591734,2.482708874,-1.434365719,4.082307811,0.974901176,0.21
-0.083706501,8.798960977,1.781434486,-13.3241036,-0.585754523,-11.45524202,0.01660066,-5.247580809,-0.9455887,0.25
0.184059214,10.56834704,-0.250542721,4.144666205,0.503112069,2.75891354,0.082977439,-0.036375818,0.020513622,0.25
-3.560968804,8.555672456,4.110049075,-10.21905337,-4.334952905,-6.726051255,0.066335501,-2.453240719,-0.371361129,0.25
0.898812273,-7.989376197,3.200087781,1.15444129,1.234591481,-1.182241109,0.858380901,-0.760000623,0.600144506,0.26
0.333548396,-1.285025455,1.905762451,1.857345114,2.221461659,1.096848011,-2.918578943,-8.042080738,-0.208762233,0.26
0.410272444,-5.56917153,-4.341938826,-1.153312326,-0.423756874,-0.021988029,0.892941144,1.220164521,1.358862838,0.28
0.807974991,-1.633557055,-1.846859382,-0.649982218,2.357221508,-2.81799519,-3.516323467,-2.25269367,0.695053919,0.24
0.838338224,-0.766140919,-3.027643355,-1.870707237,0.905747647,-1.975632564,-1.523004718,-4.435114559,-0.021049409,0.17
4.333640303,-9.571408303,1.52234539,3.914891736,9.767070344,7.225720841,0.176243893,8.189334076,0.427771375,0.23
11.54128043,22.01325824,8.641474276,-2.509795662,3.257823272,-2.4966917,0.474308698,1.124344473,-0.10009486,0.27
1.036041404,-0.539910008,1.009704671,1.282977622,1.92948899,-0.399070381,1.789020055,-0.247423604,0.112956933,0.27
0.195741027,-1.899876631,-1.956470521,-1.621782439,-0.548644156,0.545467201,-0.742985591,-4.916327487,0.282072874,0.19
5.64147858,0.788120681,-0.482284653,2.855530935,3.04784434,2.29676706,1.052364854,1.670977191,-0.291600177,0.19
2.830808135,0.629216763,-3.627412242,6.978059574,1.999833088,4.312309273,-1.00035289,-3.080289373,0.488531436,0.19
-1.538579719,4.063681504,1.684919777,-5.012197323,-3.872650985,-4.285946683,0.190490164,-0.451584971,0.128862945,0.2
0.871677354,-0.651929363,-0.363304504,3.398467937,-0.47505723,1.013001981,-0.173153472,2.814662913,0.330399119,0.2
-1.213396566,-0.132565197,-0.742746633,-2.805603032,-1.166165231,1.255251907,0.311467139,1.087890033,-0.171917107,0.21
0.493007835,-3.462361024,0.213868784,0.249853204,3.081714519,0.006902882,-0.902469358,-4.834726223,-0.921757426,0.18
19.8655829,23.55449151,-1.515858837,6.93590115,8.896396808,4.62132032,1.522524295,11.81708739,-0.814829436,0.23
-2.707767673,7.074980631,6.117406544,-5.233039634,-1.644731201,-5.277940134,19.8811411,0.952281468,-0.180050983,0.24
1.291292184,-2.893821007,-0.802649856,0.52926049,0.684809469,5.362867831,-3.116315622,5.492692861,-0.184237612,0.23
9.84366397,11.48736776,5.44021364,6.341178374,7.728394952,0.299575308,-3.111656705,9.482821152,0.312809781,0.23
-2.296667979,-29.18776793,-2.738108039,-4.304097162,-1.199939453,1.136231105,0.254318284,-2.306086948,-0.32632747,0.22
-1.57229646,-26.1418418,-0.823060753,7.877202663,-5.488797066,5.883143707,-1.006087186,6.468557738,0.579136863,0.23
-10.06263747,11.68262143,-6.364740552,-2.625328255,-9.353912063,-3.019734398,-7.097839955,-12.50999008,0.270843735,0.25
-11.18328113,-1.602950401,-5.910493915,-13.05540648,-20.94205595,-11.4778158,5.100970025,-12.77844553,-0.165295233,0.25
4.567816659,4.341894427,-1.284094953,3.133881315,-1.551083087,5.596834793,-1.77078157,1.998707645,1.327551131,0.27
6.412308826,4.684468138,-1.604842928,1.307188993,10.5537117,-0.593875073,0.827163056,4.767327549,-3.658077723,0.24
-1.518154844,-3.177189783,-1.61518693,0.857301077,-3.792589993,2.358427116,-0.561103005,0.813030001,-1.826224926,0.22
-1.270722824,-13.12959197,-1.413922406,5.101683033,-0.466889433,4.687416486,5.695872369,0.406875276,1.761415792,0.25
-1.10514944,3.515138107,1.104270657,-3.409867096,-0.950195099,1.610093299,0.059041041,16.66245229,1.688921675,0.18
5.09496008,-1.194142958,2.009980592,3.595632777,3.188976933,-1.323289206,-1.78655905,1.898607025,1.34738214,0.2
0.438497008,-2.124893064,1.537096046,0.338959402,1.478698598,1.122636366,1.934009326,-9.653350209,0.194678069,0.24
-0.841776356,-13.94661122,-3.620772506,-2.99247411,4.50936311,-4.686097757,-1.305078628,18.79033659,-0.687107558,0.27
0.994694898,-0.780499082,-0.145982535,-1.158434291,0.357383685,0.686223589,-0.119493083,17.14788735,0.533871974,0.26
-5.581413145,-4.06582073,0.81314352,-4.233207368,-8.310986895,-4.010966069,-1.399676854,-28.13575003,-0.087192064,0.27
3.972872871,11.96738876,5.77108563,3.473205163,2.593353269,3.406014387,1.757728596,4.085824243,1.513818587,0.26
-2.871034504,-8.567673471,6.612013004,-2.061900973,-3.238436259,-2.583836089,-2.732454898,-7.347394201,0.340281459,0.28
2.574734485,0.544459271,-1.512923777,1.849529386,1.646885834,5.774639447,-2.856450124,-0.533848137,0.69848511,0.29
-1.528894412,-0.148456055,-0.033300481,0.458397444,-0.355289312,0.416215211,0.956048835,8.338259858,0.013474052,0.29
0.550075106,9.207133746,-1.100452801,-0.92101973,0.239172192,-2.499035491,-0.406380643,-8.655967132,0.524539104,0.29
0.78360692,3.737098051,4.292283371,-0.295807664,0.272262748,1.170399678,0.888759272,10.1988796,-0.092937454,0.27
1.474330881,-7.984750235,1.626501875,8.245313114,-0.278044557,11.37545282,0.619002881,-4.899901014,0.237950688,0.26
-0.035959849,5.163259826,3.32251383,-5.037830296,0.022654044,-4.140376826,-1.195015186,-4.105378342,-0.143626761,0.29
-1.072666729,6.911852526,-0.777916958,-0.710240568,-0.582529713,0.303378563,-0.15625122,1.104220241,0.426121287,0.28
-0.101146043,1.594373117,5.974048463,1.14784765,-0.117154981,-1.906981828,0.327842415,0.453300796,-0.361902479,0.28
